,str_date,dt.time,Oa08_mean,kde_flag,Oa08_kde_min,Oa08_kde_max
266,20170909T132743,2017-09-09 13:27:43,,False,False,False
267,20170912T134832,2017-09-12 13:48:32,,False,False,False
268,20170913T132429,2017-09-13 13:24:29,,False,False,False
269,20170915T141122,2017-09-15 14:11:22,,False,False,False
270,20170916T134518,2017-09-16 13:45:18,0.14520325875,True,0.14507279,0.14520325875
271,20170919T140808,2017-09-19 14:08:08,,False,False,False
272,20170920T134204,2017-09-20 13:42:04,0.11272507071714286,True,0.09513839999999998,0.12974639
273,20170923T140454,2017-09-23 14:04:54,,False,False,False
274,20170924T133851,2017-09-24 13:38:51,,False,False,False
275,20170927T135940,2017-09-27 13:59:40,,False,False,False
276,20170928T133537,2017-09-28 13:35:37,0.13564538715384614,True,0.10630818,0.14234443
277,20171001T135626,2017-10-01 13:56:26,0.12269358613375796,True,0.10729698,0.14494461
278,20171002T133023,2017-10-02 13:30:23,0.11166112333333333,False,False,False
279,20171005T135312,2017-10-05 13:53:12,0.12965808003105592,True,0.099276714,0.13934141
280,20171006T132709,2017-10-06 13:27:09,,False,False,False
281,20171009T134957,2017-10-09 13:49:57,0.11571446864444446,True,0.08905911400000001,0.14333324
282,20171010T132354,2017-10-10 13:23:54,,False,False,False
283,20171012T141046,2017-10-12 14:10:46,,False,False,False
284,20171013T134642,2017-10-13 13:46:42,,False,False,False
285,20171016T140730,2017-10-16 14:07:30,,False,False,False
286,20171017T134126,2017-10-17 13:41:26,0.13850445388311688,True,0.111014135,0.15115207
287,20171020T140413,2017-10-20 14:04:13,,False,False,False
288,20171021T133809,2017-10-21 13:38:09,0.11460633841842104,True,0.0906888,0.1501999
289,20171024T140056,2017-10-24 14:00:56,,False,False,False
290,20171025T133451,2017-10-25 13:34:51,,False,False,False
291,20171028T135737,2017-10-28 13:57:37,0.10505241777722772,True,0.09640187,0.13701591
292,20171029T133132,2017-10-29 13:31:32,0.12311777272727274,True,0.11240578,0.13399456
293,20171101T135217,2017-11-01 13:52:17,0.11767036837662337,True,0.11515244,0.16556291
294,20171102T132812,2017-11-02 13:28:12,,False,False,False
295,20171105T134856,2017-11-05 13:48:56,0.11481432630232558,True,0.11361431,0.15168309
296,20171106T132251,2017-11-06 13:22:51,,False,False,False
297,20171108T141139,2017-11-08 14:11:39,,False,False,False
298,20171109T134534,2017-11-09 13:45:34,0.12533222432608696,True,0.10993378,0.15078585
299,20171112T140816,2017-11-12 14:08:16,,False,False,False
300,20171113T134210,2017-11-13 13:42:10,0.12297521723926381,True,0.11077609,0.15281838
301,20171116T140451,2017-11-16 14:04:51,,False,False,False
302,20171117T133844,2017-11-17 13:38:44,,False,False,False
303,20171120T140124,2017-11-20 14:01:24,,False,False,False
304,20171121T133517,2017-11-21 13:35:17,,False,False,False
305,20171124T135555,2017-11-24 13:55:55,0.12632617365432097,True,0.10740685,0.14210638
306,20171125T133148,2017-11-25 13:31:48,,False,False,False
307,20171128T135225,2017-11-28 13:52:25,,False,False,False
308,20171129T132617,2017-11-29 13:26:17,,False,False,False
309,20171129T132725,2017-11-29 13:27:25,,False,False,False
310,20171129T132817,2017-11-29 13:28:17,,False,False,False
311,20171202T134951,2017-12-02 13:49:51,0.17070834,False,False,False
312,20171203T132340,2017-12-03 13:23:40,,False,False,False
313,20171205T141218,2017-12-05 14:12:18,,False,False,False
314,20171206T134607,2017-12-06 13:46:07,0.1706003997368421,True,0.16953643,0.1706003997368421
315,20171209T140833,2017-12-09 14:08:33,,False,False,False
316,20171210T134222,2017-12-10 13:42:22,,False,False,False
317,20171213T140449,2017-12-13 14:04:49,,False,False,False
318,20171214T133838,2017-12-14 13:38:38,,False,False,False
319,20171217T140104,2017-12-17 14:01:04,,False,False,False
320,20171218T133454,2017-12-18 13:34:54,,False,False,False
321,20171221T135720,2017-12-21 13:57:20,0.13840983568749998,True,0.118027285,0.17947936
322,20171222T133109,2017-12-22 13:31:09,,False,False,False
323,20171225T135336,2017-12-25 13:53:36,,False,False,False
324,20171226T132725,2017-12-26 13:27:25,,False,False,False
325,20171229T134951,2017-12-29 13:49:51,,False,False,False
326,20171230T132340,2017-12-30 13:23:40,,False,False,False
327,20180101T141218,2018-01-01 14:12:18,,False,False,False
328,20180102T134607,2018-01-02 13:46:07,0.20136113,False,False,False
329,20180105T140833,2018-01-05 14:08:33,,False,False,False
330,20180106T134222,2018-01-06 13:42:22,0.096227915,False,False,False
331,20180109T140449,2018-01-09 14:04:49,,False,False,False
332,20180110T133838,2018-01-10 13:38:38,0.16984161166666667,True,0.16984161166666667,0.16984161166666667
333,20180113T140104,2018-01-13 14:01:04,,False,False,False
334,20180114T133454,2018-01-14 13:34:54,,False,False,False
335,20180117T135720,2018-01-17 13:57:20,0.13009979835000002,True,0.098782316,0.13009979835000002
336,20180118T133109,2018-01-18 13:31:09,,False,False,False
337,20180121T135336,2018-01-21 13:53:36,0.15666372042857143,True,0.15666372042857143,0.15999635
338,20180122T132725,2018-01-22 13:27:25,0.18819545,False,False,False
339,20180125T134951,2018-01-25 13:49:51,0.12353559975757578,True,0.10786462599999999,0.16069217
340,20180126T132340,2018-01-26 13:23:40,,False,False,False
341,20180128T141218,2018-01-28 14:12:18,,False,False,False
342,20180129T134607,2018-01-29 13:46:07,0.16262202333333337,True,0.16262202333333337,0.16285287
343,20180201T140833,2018-02-01 14:08:33,,False,False,False
344,20180202T134222,2018-02-02 13:42:22,,False,False,False
345,20180205T140449,2018-02-05 14:04:49,,False,False,False
346,20180206T133838,2018-02-06 13:38:38,,False,False,False
347,20180209T140104,2018-02-09 14:01:04,,False,False,False
348,20180210T133454,2018-02-10 13:34:54,,False,False,False
349,20180213T135720,2018-02-13 13:57:20,,False,False,False
350,20180214T133109,2018-02-14 13:31:09,,False,False,False
351,20180217T135336,2018-02-17 13:53:36,0.1363914944,True,0.1363914944,0.13946960000000003
352,20180218T132725,2018-02-18 13:27:25,,False,False,False
353,20180221T134951,2018-02-21 13:49:51,0.189266645,False,False,False
354,20180222T132340,2018-02-22 13:23:40,,False,False,False
355,20180224T141218,2018-02-24 14:12:18,,False,False,False
356,20180225T134607,2018-02-25 13:46:07,0.16968292,False,False,False
357,20180228T140833,2018-02-28 14:08:33,,False,False,False
358,20180301T134222,2018-03-01 13:42:22,0.12361432244719688,True,0.10308542,0.21987365
359,20180304T140449,2018-03-04 14:04:49,,False,False,False
360,20180305T133838,2018-03-05 13:38:38,,False,False,False
361,20180308T140105,2018-03-08 14:01:05,,False,False,False
362,20180309T133454,2018-03-09 13:34:54,,False,False,False
363,20180312T135720,2018-03-12 13:57:20,0.13932696348795182,True,0.13932696348795182,0.14765465
364,20180313T133109,2018-03-13 13:31:09,,False,False,False
365,20180316T135336,2018-03-16 13:53:36,,False,False,False
366,20180320T134951,2018-03-20 13:49:51,0.1235299110447761,True,0.11553697,0.15944701
367,20180321T132340,2018-03-21 13:23:40,,False,False,False
368,20180323T141218,2018-03-23 14:12:18,,False,False,False
369,20180324T134607,2018-03-24 13:46:07,,False,False,False
370,20180327T140833,2018-03-27 14:08:33,,False,False,False
371,20180328T134222,2018-03-28 13:42:22,0.169966745,False,False,False
372,20180331T140449,2018-03-31 14:04:49,,False,False,False
373,20180401T133838,2018-04-01 13:38:38,0.15326108641176472,True,0.15326108641176472,0.16102177
374,20180404T140105,2018-04-04 14:01:05,,False,False,False
375,20180405T133454,2018-04-05 13:34:54,,False,False,False
376,20180408T135720,2018-04-08 13:57:20,,False,False,False
377,20180409T133109,2018-04-09 13:31:09,,False,False,False
378,20180412T135336,2018-04-12 13:53:36,,False,False,False
379,20180413T132725,2018-04-13 13:27:25,,False,False,False
380,20180416T134951,2018-04-16 13:49:51,0.12083987349999999,True,0.11077609,0.12083987349999999
381,20180417T132340,2018-04-17 13:23:40,,False,False,False
382,20180419T141218,2018-04-19 14:12:18,,False,False,False
383,20180420T134607,2018-04-20 13:46:07,0.13705486304255318,True,0.11612293,0.16197394
384,20180423T140833,2018-04-23 14:08:33,,False,False,False
385,20180424T134222,2018-04-24 13:42:22,0.15866520391304348,True,0.15866520391304348,0.16378674
